raw,normalized,script,status
Ulta chashma UC aap ka ye segment bilkul flop h... Bharat ji laptop le kr aate h aur dusron ki banaayi khabar padh kr sunaate h... Aur aap uska video bana kr apne channel pr chala dete h... Aur view k paise kamate h... Bharatji ki saari video Aap log khud ek baar viewer ban kr dekhiye k voh kitne haklaate h aur ek hi line tod marod k repeat kr k video lamba krte h... Aap logon ko visleshan hi Krna h to girijesh vashisht ko dekhiye khabron ka kitna a66a visleshan krte h... Jab se bharatji ka ye segment sharu huva h Maine UC dekhna 6od diya h... B'coz voh bahut pakaate h yaar... Sorry bharatji,Ulta chashma UC aap ka ye segment bilkul flop h. Bharat ji laptop le kr aate h aur dusron ki banaayi khabar padh kr sunaate h. Aur aap uska video bana kr apne channel pr chala dete h. Aur view k paise kamate h. Bharatji ki saari video Aap log khud ek baar viewer ban kr dekhiye k voh kitne haklaate h aur ek hi line tod marod k repeat kr k video lamba krte h. Aap logon ko visleshan hi Krna h to girijesh vashisht ko dekhiye khabron ka kitna a66a visleshan krte h. Jab se bharatji ka ye segment sharu huva h Maine UC dekhna 6od diya h. B'coz voh bahut pakaate h yaar. Sorry bharatji,roman,kept
"NDA ka bihar me atyachar chupane k liye aur desh k kai Asli muddon ko chupane k liye rss aise channel ko fund deti hai , jisse ye logon ka mind divert karte hain","NDA ka bihar me atyachar chupane k liye aur desh k kai Asli muddon ko chupane k liye rss aise channel ko fund deti hai , jisse ye logon ka mind divert karte hain",roman,kept
इतना आसान नहीं है,इतना आसान नहीं है,devanagari,kept
"Modi ,s last in abroad ,when Modi will come from abroad his ministry will be finish this is the right way.","Modi ,s last in abroad ,when Modi will come from abroad his ministry will be finish this is the right way.",roman,kept
No one can touch Moti becoz he's non biological 😅,No one can touch Moti becoz he's non biological,roman,kept
Bhai AAP Jayda DM nhi lgao AAP ka Gaar ft jayega,Bhai AAP Jayda DM nhi lgao AAP ka Gaar ft jayega,roman,kept
नरेंद्र मोदी जिंदाबाद 👍 चाहीए या नही वोट करो  नरेंद मोदी ❌ नरेद मोदी ✅,नरेंद्र मोदी जिंदाबाद चाहीए या नही वोट करो नरेंद मोदी नरेद मोदी,devanagari,kept
"मोदी हटेंगे या नहीं? यह तो बाद में पता चलेगा । लेकिन इससे एक बात पता चली है कि श्री पृथ्वीराज चवन ज़िंदा हैं , सकुशल हैं और अभी तक कांग्रेस पार्टी में ही हैं।","मोदी हटेंगे या नहीं? यह तो बाद में पता चलेगा . लेकिन इससे एक बात पता चली है कि श्री पृथ्वीराज चवन ज़िंदा हैं , सकुशल हैं और अभी तक कांग्रेस पार्टी में ही हैं.",devanagari,kept
Tum log jhuthe patrakaar Ho,Tum log jhuthe patrakaar Ho,roman,kept
"भाई बस करो, तुम्हारा चैनल 2024 से ही सरकार और प्रधानमंत्री बदल रहे है, बकवास न्यूज चैनल 😂😂😂😂","भाई बस करो, तुम्हारा चैनल 2024 से ही सरकार और प्रधानमंत्री बदल रहे है, बकवास न्यूज चैनल",devanagari,kept
Tum log rooj akar bekar ki batein hai ...,Tum log rooj akar bekar ki batein hai .,roman,kept
Modi  hatao kejriwal ko lao,Modi hatao kejriwal ko lao,roman,kept
Tum log jail mein jaaoge fek news faila rahe ho salon,Tum log jail mein jaaoge fek news faila rahe ho salon,roman,kept
Mungeri lal ke haseen sapne,Mungeri lal ke haseen sapne,roman,kept
😂😂😂 comedy mat kar kuch nahi hone wala hai,comedy mat kar kuch nahi hone wala hai,roman,kept
सच्ची बताओ ना तुम लोग से ज्यादा कोई झूठा होता ही नहीं पूरी भारत में पैसे कमाने के चक्कर में इतना भी झूठ मत बोलो,सच्ची बताओ ना तुम लोग से ज्यादा कोई झूठा होता ही नहीं पूरी भारत में पैसे कमाने के चक्कर में इतना भी झूठ मत बोलो,devanagari,kept
😡 Mei bahut believe karta tha ye news channel ko. Ab tow ye godi media se bhi niche chale gaye. Unsubscribe kar raha hu ab. Hum kisika andhbhakt nahi hai Kisi ka. Tumlog bhi views k chakkar mei unique banne ki kosis kar Rahe ho but wrong news😡,Mei bahut believe karta tha ye news channel ko. Ab tow ye godi media se bhi niche chale gaye. Unsubscribe kar raha hu ab. Hum kisika andhbhakt nahi hai Kisi ka. Tumlog bhi views k chakkar mei unique banne ki kosis kar Rahe ho but wrong news,roman,kept
Isko kon puchhta h,Isko kon puchhta h,roman,kept
Fake News hy😊,Fake News hy,roman,kept
Fek vido,,,dropped:too_short
"वो अशोक चव्हाण नहीं है, पृथ्वीराज चौहान है.","वो अशोक चव्हाण नहीं है, पृथ्वीराज चौहान है.",devanagari,kept
दिनांक 19.12.25 को महाराष्ट्र से पी.एम. होगा और वो भी बीजेपी से. अब वे क्या नितीन गड़करीजी होंगे?,दिनांक 19.12.25 को महाराष्ट्र से पी.एम. होगा और वो भी बीजेपी से. अब वे क्या नितीन गड़करीजी होंगे?,devanagari,kept
कुछ नहीं सब फेक न्यूज़ है यार,कुछ नहीं सब फेक न्यूज़ है यार,devanagari,kept
न्यूज में कुछ भी चल रहा है ऐसा कुछ नहीं होने वाला मोदी है और रहेंगे। मैं मोदी का सपोर्टर नहीं हु लेकिन फालतू न्यूज से मूड खराब होता है ulta chasma uc से निवेदन करता हु ऐसे न्यूज अपने चैनल पर न दिखाएं...,न्यूज में कुछ भी चल रहा है ऐसा कुछ नहीं होने वाला मोदी है और रहेंगे. मैं मोदी का सपोर्टर नहीं हु लेकिन फालतू न्यूज से मूड खराब होता है ulta chasma uc से निवेदन करता हु ऐसे न्यूज अपने चैनल पर न दिखाएं.,devanagari,kept
Faltu news,Faltu news,roman,kept
ओए झूठे पर्प कंडे मत फैलो,ओए झूठे पर्प कंडे मत फैलो,devanagari,kept
मेरे समझ में नहीं आता तुम लोग कितना झूठ बोलकर मिलता क्या है बे,मेरे समझ में नहीं आता तुम लोग कितना झूठ बोलकर मिलता क्या है बे,devanagari,kept
तुम लोग को सपोर्ट करते करते हैं भरोसा ही उड़ गया कि तुम लोगों को मैं सपोर्ट कर रहा हूं तुम् इतना झूठ बोलते हो,तुम लोग को सपोर्ट करते करते हैं भरोसा ही उड़ गया कि तुम लोगों को मैं सपोर्ट कर रहा हूं तुम् इतना झूठ बोलते हो,devanagari,kept
